Jname,probability,fermi_name
J0028+2000,0.29386875444228383,4FGL J0028.5+2001
J0028+2117,0.2183542425618725,
J0028+2408,0.3175590308704462,
J0028+2914,0.00454708465258585,
J0028+3103,0.4731690737826284,
J0028+4829,0.14130804315209383,
J0028+7506,0.995068520307541,4FGL J0028.1+7505
J0028-0344,0.00038117078656795,
J0028-1233,0.006353800650686,
J0028-1250,4.910568804916693e-06,
J0028-2934,0.6715457439422607,
J0029+0044,9.977423906088701e-05,
J0029+0509,0.17041354549671234,
J0029+0554,0.5053214550534904,
J0029+055A,0.0062415611755568,
J0029+1402,0.0008066199807217,
J0029+1439,0.9153034687042236,
J0029+2013,0.03160795872099695,
J0029+3244,0.4461483394727111,
J0029+3456,0.6294460051382581,
J0029+4235,0.0006169622647575501,
J0029+4858,0.28883746434439667,
J0029+6100,0.004648343194276,
J0029-0113,0.7336228808562737,4FGL J0028.8-0112
J0029-0440,0.07259233342483636,
J0030+0024,0.0396545112598687,
J0030+0555,0.7865805327892303,
J0030+1705,0.6586871147155762,
J0030+1846,0.0325898248702287,
J0030+2833,0.5009479600315293,
J0030+2957,0.227256178855896,
J0030+3416,0.1759178787469864,
J0030+3804,0.0263587851077318,
J0030+4211,0.526585903018713,
J0030+4842,0.0633836770430207,
J0030+5435,0.9495197236537933,
J0030+5904,0.6543250940740108,
J0030+7037,0.829667371387283,
J0030-0000,0.0023379726026177667,4FGL J0030.2+0001
J0030-0128,0.6585955448153982,
J0030-0211,0.20361988957205643,4FGL J0030.6-0212
J0030-1647,0.0062776766717433,4FGL J0030.2-1647
J0030-2556,0.37766497582197184,
J0030-4224,0.7692215183749795,4FGL J0030.3-4224
J0031+0724,0.9999912977218628,4FGL J0031.3+0726
J0031+1507,6.475144004980393e-06,
J0031+1632,0.9793072938919068,
J0031+2153,0.0005917842499911,
J0031+3016,6.826325261499733e-06,
J0031+5401,0.004684932326199424,
J0031-1124,0.0004376383849375698,
J0031-1326,0.02633318344014694,
J0031-1426,0.5891184165351054,
J0031-1513,0.0645240056910552,
J0031-3114,0.3973885476589203,
J0031-3922,0.3661500774289214,
J0031-4108,0.729070857167244,
J0032+0510,0.35201475210487837,
J0032+0619,0.0002415971539448,
J0032+1456,0.0020534795148705208,
J0032+1953,0.4101025438098337,
J0032+2543,0.1963320262111665,
J0032+2758,6.966591899981722e-05,
J0032+3731,0.5000188875892491,
J0032+4007,0.5011548772454262,
J0032+4152,0.00021515135449585,
J0032+4726,0.00049225204566025,
J0032-0232,0.6132902652025223,
J0032-0851,0.446663306094706,
J0032-1541,2.228672587989422e-05,
J0032-2849,0.9984986782073973,4FGL J0032.4-2849
J0032-2931,0.05230656079947944,
J0032-3433,0.9999986886978148,
J0033+0335,0.18471487723824487,
J0033+2255,0.4908749734750017,
J0033+3600,0.00010302934606442841,
J0033+4014,0.536689966917038,
J0033+4911,0.0992898414842784,
J0033-0345,0.24163501004962504,
J0033-0429,0.0187732599151786,
J0033-1650,0.0001102548267226,
J0033-1921,0.0067265690304338,4FGL J0033.5-1921
J0033-2511,0.11669476827228205,
J0033-2701,0.2984003834244504,
J0033-3416,9.669431165093556e-05,
J0034+0130,0.0007179209496825,
J0034+0348,0.09782774569657704,
J0034+0620,0.0309967342764139,
J0034+1027,0.0620779320597648,
J0034+2126,0.5844127462187315,
J0034+2754,0.5264443973722231,
J0034+3712,0.3707237914204597,
J0034+3900,0.9996555149555206,4FGL J0033.9+3858
J0034+6920,0.135652668075636,
J0034-0054,0.19256468791040027,
J0034-0143,0.12620481103658676,
J0034-1759,0.0012521387252490501,
J0034-1833,0.5030895520467311,
J0034-2303,0.9982096552848816,
J0034-2945,0.4964200407266617,
J0035+0104,0.8901083171367645,
J0035+0133,0.47936989235313376,
J0035+0832,0.5028993608430028,
J0035+1438,0.5913255964793885,
J0035+1515,0.9939895868301392,4FGL J0035.2+1514
J0035+1553,0.1362609466013964,
J0035+1808,1.42281664921029e-05,
J0035+3428,0.0004274454404366872,
J0035+4402,0.501342613599263,
J0035+4608,0.19512244686484334,
J0035+5204,0.9998064637184143,
J0035+5508,0.00288212957093485,
J0035+5606,0.0019466596349956501,
J0035+5950,0.3855184316635132,4FGL J0035.9+5950
J0035+6130,0.5564100288006907,4FGL J0035.8+6131
J0035-0834,0.0804772526025772,
J0035-0835,0.18712961992612995,4FGL J0035.8-0837
J0035-1305,5.364784306035102e-05,
J0035-1416,0.0068172530736774,
J0035-1611,0.0005147999036125001,
J0035-1627,0.01194665546063325,
J0035-2003,0.0128609146922826,
J0035-2340,0.9508965611457826,
J0035-2954,0.9555052518844604,
J0036+0815,0.5014291043626143,
J0036+1007,0.38034085263279843,
J0036+1434,0.7607499755298098,4FGL J0036.8+1431
J0036+1832,0.00026043127581935,4FGL J0036.9+1832
J0036+2618,0.4856834461291631,
J0036+2620,0.0046353973448276,
J0036+2958,0.49683188714561766,
J0036+3151,6.161619057820644e-05,
J0036+5435,0.5506457835435867,
J0036+5855,1.970568428077968e-05,
J0036-0240,0.00018360913963985,
J0036-0259,0.4866116101757143,
J0036-0318,0.6054246276617049,
J0036-0932,0.0077984055751585,
J0036-2644,0.644153356552124,
J0036-2822,4.394571533339331e-05,
J0037+0808,0.35305695223304123,
J0037+1109,0.38952496845740825,
J0037+1238,0.485134937800467,4FGL J0037.8+1239
J0037+1625,0.3680267594754696,
J0037+1922,0.08743939686428345,
J0037+1958,0.09551456449753458,
J0037+2141,0.2222195411450229,
J0037+2407,0.9665887892246247,
J0037+2541,3.5173201922589215e-05,
J0037+2613,5.754400604018883e-06,
J0037+3002,0.0569153260439634,
J0037+3659,0.38085324708663393,
J0037+3938,0.5083388223295742,
J0037+5509,0.5025525293312967,
J0037+6236,0.8484873572985331,
J0037+6254,0.664142816249902,
J0037+6701,0.8791945278644562,
J0037-0109,0.0011904866107528037,
J0037-0533,9.470201121075661e-07,
J0037-2145,0.4858301772391466,
J0037-2323,0.7230546325445175,
J0037-3344,0.9942170679569244,
J0037-3523,9.72895031736698e-06,
J0038+0013,0.9433344006538392,4FGL J0038.1+0012
J0038+1227,0.798826650949195,
J0038+1606,0.2344735106453299,
J0038+1856,0.003260211497035875,
J0038+2303,0.7510465430095792,
J0038+4137,0.8558503924623916,
J0038+5035,0.29131430544251036,
J0038+8447,0.04672882094746453,
J0038-0117,0.00031405912886835,
J0038-0121,0.3791544202407522,
J0038-0122,0.00011970966806980687,
J0038-0207,0.8172960315520564,4FGL J0038.7-0204
J0038-0329,0.1307032492522109,
J0038-2120,0.9635422996112278,
J0038-2459,0.43208601967196414,4FGL J0038.2-2459
J0039+0319,0.001214407864608795,
J0039+1411,0.4515169113496086,
J0039+1605,0.6470641642808914,
J0039+3114,0.49488954025400744,
J0039+4330,0.8399791717529297,4FGL J0039.1+4330
J0039+4900,0.8642173290252686,
J0039+6556,0.986984372138977,
J0039+7443,0.9504468441009521,
J0039-0257,0.5368723943829535,
J0039-0942,0.111405732106188,4FGL J0039.0-0946
J0039-0949,0.5011457419022918,
J0039-1111,0.9996199011802673,
J0039-1300,9.014138186103082e-06,
J0039-1441,0.0083073126152157,
J0039-1854,0.6331893705581833,
J0039-2220,0.5517966113984585,4FGL J0039.1-2219
J0040+0125,0.7002090384868841,
J0040+0942,0.9189439415931702,
J0040+1003,0.0370796527713537,
J0040+4050,0.5826887488365173,4FGL J0040.3+4050
J0040+5823,0.002035313326587125,
J0040+6054,0.5525682270526886,4FGL J0041.3+6052
J0040-0040,0.00013496831888913337,
J0040-0146,0.8588814181405016,
J0040-0231,0.7271864861249924,
J0040-1227,0.16541173763107506,
J0040-2011,0.3968072235584259,
J0040-2244,0.16442254919093097,
J0040-2340,0.00014794861272088907,4FGL J0040.4-2340
J0040-2719,0.4243366979062557,
J0040-3225,0.31097339283135167,
J0040-3243,0.7794951813217873,
J0041+0736,0.5003171963617206,
J0041+0902,0.18758225893543565,
J0041+1339,0.01577116634725822,
J0041+2124,0.0006457761146520985,
J0041+2255,0.1295162267742853,
J0041+2458,0.0359994936443399,
J0041+3211,0.668842033095037,
J0041+3758,0.5032177343964577,4FGL J0041.4+3800
J0041+4830,0.5276969987899064,
J0041+5034,0.7924126088619232,
J0041+8114,0.002679122146219,
J0041-0143,0.4311331820099061,
J0041-1607,0.00046208581625247874,4FGL J0041.7-1607
J0041-3820,0.0006276760250329,
J0042+1009,0.6262717651801583,
J0042+1509,0.015397013397887299,
J0042+2320,0.456214876054986,4FGL J0042.2+2319
J0042+2739,0.46019016162290427,
J0042+2931,0.00330727548384855,
J0042+3739,0.22274980321526525,
J0042+4009,0.0033118543215095,
J0042+5425,0.24988214893892288,
J0042+5708,0.6967558335708245,
J0042-2034,0.10017270513071702,
J0042-2505,0.5112398448400199,
J0042-4414,6.21780964138452e-06,
J0043+0024,0.5090822456404567,
J0043+0502,0.0006830192151027888,
J0043+1105,0.00011431574762351334,
J0043+1731,0.9448736310005188,
J0043+1753,0.5549793988466263,
J0043+2223,0.00010819824865388543,4FGL J0043.6+2223
J0043+2848,0.4195832976838573,
J0043+3426,0.5302499165409245,4FGL J0043.8+3425
J0043+4417,0.0007232759380713,
J0043+6122,0.9998888522386551,
J0043+7344,0.9746459722518921,
J0043-0251,0.6804601848125458,
J0043-0331,0.0001168249509646,
J0043-0443,7.388908670691308e-06,4FGL J0043.5-0442
J0043-0753,0.001040834587001859,
J0043-1029,3.6161707157589262e-06,
J0043-1116,0.7445666193962097,4FGL J0043.7-1116
J0043-1718,0.000283355289639037,
J0043-2639,0.01022714178543535,
J0043-2827,0.059622169183057835,
J0043-3914,8.034865572881245e-07,
J0044+0101,0.0034677844976158476,
J0044+1026,0.0001301492766287497,
J0044+1426,3.1316896183852805e-05,
J0044+1855,0.42406429239417776,
J0044+2858,0.9548120498657227,
J0044+3919,0.0016194636118597502,
J0044+4625,0.0386320334364427,
J0044+6803,0.06651836833907507,4FGL J0044.8+6802
J0044-2139,0.09894407930551091,
J0044-3530,2.480492548784241e-05,
J0044-3752,0.9919469952583313,
J0045+1217,0.2897015810012817,4FGL J0045.7+1217
J0045+1630,0.03588315119850445,
J0045+2127,0.0049240141852351016,4FGL J0045.3+2128
J0045+3823,0.50738793797791,
J0045+4555,0.7767617553213818,4FGL J0044.9+4553
J0045+5348,0.4999995956691237,
J0045+6733,0.00044605128277907765,
J0045-2243,0.024826262813974122,
J0045-2310,0.0008951288773459501,
J0045-3705,0.6275758489414329,4FGL J0045.1-3706
J0045-3900,0.4803411026041431,
J0046+0443,0.9502066572507223,
J0046+0723,0.0002176500220230027,
J0046+1102,6.094901254982688e-05,
J0046+2028,0.0091416472569108,
J0046+2035,0.46996592786581454,
J0046+2249,0.11417979312852822,
J0046+2412,2.045965447905473e-05,
J0046+2456,0.2604529130228911,
J0046+2525,0.9615623950958252,
J0046+3900,0.023343943391106806,
J0046+6225,0.001782415271009,
J0046+6246,0.1930850595235824,
J0046+6816,7.13436429577996e-06,
J0046-0522,0.5018618660978973,
J0046-0619,0.8462888300418854,
J0046-2631,0.44953863584703413,
J0047+0319,0.23714986458715256,
J0047+0847,0.810979887843132,
J0047+1244,0.001049360033903173,
J0047+1601,0.0007183929556049,
J0047+1705,0.4959763149454374,
J0047+2017,0.00135126493114505,
J0047+2435,0.6996403799774791,
J0047+2512,0.5718082189559937,
J0047+3948,0.4366215318441391,4FGL J0047.9+3947
J0047+4634,0.12489294278202578,
J0047+5447,0.4997005898767383,4FGL J0047.9+5448
J0047+5657,0.4091557330461607,4FGL J0047.0+5657
J0047+5819,0.7288444588581721,
J0047-0932,0.01354625180829315,
J0047-1210,0.8121446371078491,
J0047-1333,1.801712289761781e-05,
J0047-1735,0.00019572571397925723,
J0047-2037,0.497464639658574,
J0047-2517,0.99997878074646,
J0048+0014,0.0023994777002371,
J0048+0640,0.5954231049545342,
J0048+0810,0.0058774563294718505,
J0048+1213,4.589158606904675e-06,
J0048+1838,0.9927933514118195,
J0048+2235,0.2729521307046525,4FGL J0047.9+2233
J0048+3157,0.5780352133802981,
J0048+3937,0.7678555063903332,
J0048+4825,0.8662056028842926,
J0048+5144,0.00307294571393866,
