,Jname,mean_prob,mean_pred,closest_Jname,closest_dist
188,J1703-6212,,,J1628-6152,40.311288741492746
189,J1705-6949,,,J1624-6809,108.07867504739313
190,J1711-5028,,,J1603-4904,108.07404868885037
191,J1716-6706,,,J1624-6809,81.68843247363729
192,J1716-6045,,,J1628-6152,82.41965784932621
193,J1717-8115,,,J1912-8010,132.09844813622905
194,J1717-5155,,,J1747-5310,80.77747210701756
195,J1723-7713,,,J1617-7717,66.12110101926616
196,J1753-5015,,,J1603-4904,130.92364186807515
197,J1754-6423,,,J1803-6507,44.91102314577124
198,J1758-4821,,,J1603-4904,122.77621919573839
199,J1806-8042,,,J1912-8010,73.348483283569
200,J1807-6413,,,J1819-6345,30.463092423455635
201,J1808-5011,,,J1603-4904,141.8238343861849
202,J1816-4943,,,J2009-4849,125.23977004130916
203,J1825-5230,,,J1747-5310,55.17245689653489
204,J1829-5813,,,J1946-5812,77.00649323271382
205,J1832-5659,,,J1737-5634,60.41522986797286
206,J1834-5856,,,J1946-5812,84.38009243891595
207,J1841-5544,,,J1819-5521,31.827660925679098
208,J1843-4836,,,J2009-4849,86.97700845625813
209,J1849-4314,,,J1848-4230,44.01136216933077
210,J1901-5139,,,J2028-5226,98.88377015466189
211,J1903-6749,,,J1940-6907,86.33075929238663
212,J1919-4543,,,J1932-4536,14.7648230602334
213,J1922-7453,,,J2147-7536,151.24152868838638
214,J1923-6320,,,J1939-6342,27.202941017470888
215,J1924-5457,,,J1819-5521,69.28924880528002
216,J1936-4719,,,J2008-4717,32.0624390837628
217,J1941-6211,,,J2021-6124,61.71709649683789
218,J1944-4523,,,J1939-4510,13.92838827718412
219,J1955-5640,,,J2027-5641,32.01562118716424
220,J1959-4246,,,J2000-4214,32.01562118716424
221,J1959-4725,,,J2008-4717,12.041594578792296
222,J2007-7730,,,J2105-7825,79.93122043357026
223,J2034-4200,,,J2101-4219,33.015148038438355
224,J2040-5735,,,J2027-5641,55.54277630799526
225,J2040-7114,,,J1942-7015,82.73451516749222
226,J2042-7319,,,J2147-7536,151.6377261765686
227,J2046-7400,,,J2147-7536,113.74093370462545
228,J2052-5533,,,J2111-5508,31.400636936215164
229,J2108-6637,,,J2035-6846,133.15404612703287
230,J2112-4817,,,J2105-4848,31.78049716414141
231,J2121-6111,,,J2021-6124,61.39218191268331
232,J2127-5745,,,J2239-5701,84.38009243891595
233,J2132-5420,,,J2148-5504,46.8187996428785
234,J2134-6513,,,J1939-6342,146.64924138910504
235,J2135-5006,,,J2039-5001,56.22277118748239
236,J2138-4931,,,J2211-4850,52.630789467763066
237,J2141-6411,,,J1939-6342,125.39936203984452
238,J2146-7755,,,J2230-7815,48.33218389437829
239,J2147-7812,,,J2230-7815,43.104524124504614
240,J2157-7549,,,J2147-7536,16.401219466856727
241,J2202-8338,,,J2116-8053,171.29214809792072
242,J2213-4754,,,J2159-4751,14.317821063276353
243,J2221-5225,,,J2207-5346,82.20097323024831
244,J2229-6910,,,J2154-6923,37.33630940518894
245,J2246-5607,,,J2239-5701,54.45181356024793
246,J2246-5206,,,J2309-5051,78.44743462982075
247,J2249-5944,,,J2155-5930,55.78530272392541
248,J2250-4206,,,J2254-4139,27.294688127912362
249,J2251-4929,,,J2211-4850,55.86591089385369
250,J2258-5525,,,J2148-5504,73.08214556237385
251,J2257-8246,,,J2116-8053,151.5585695366646
252,J2308-4557,,,J2317-4533,25.632011235952593
253,J2315-5018,,,J2309-5051,33.54101966249684
254,J2325-4800,,,J2329-4730,30.265491900843113
255,J2328-4035,,,J2324-4040,6.4031242374328485
256,J2329-4955,,,J2309-5051,59.464274989274024
257,J2336-7620,,,J2147-7621,109.00458705944443
258,J2337-5901,,,J2155-5930,106.04244433244644
259,J2343-5626,,,J2239-5701,72.94518489934754
260,J2351-7600,,,J2147-7621,125.76565508913791
261,J2357-4838,,,J0004-4736,62.39390995922599
262,J2357-5311,,,J0119-5357,94.02127418834527
